Measure:mean;Left-Lateral-Ventricle;Left-Inf-Lat-Vent;Left-Cerebellum-White-Matter;Left-Cerebellum-Cortex;Left-Thalamus-Proper;Left-Caudate;Left-Putamen;Left-Pallidum;3rd-Ventricle;4th-Ventricle;Brain-Stem;Left-Hippocampus;Left-Amygdala;CSF;Left-Accumbens-area;Left-VentralDC;Left-vessel;Left-choroid-plexus;Right-Lateral-Ventricle;Right-Inf-Lat-Vent;Right-Cerebellum-White-Matter;Right-Cerebellum-Cortex;Right-Thalamus-Proper;Right-Caudate;Right-Putamen;Right-Pallidum;Right-Hippocampus;Right-Amygdala;Right-Accumbens-area;Right-VentralDC;Right-vessel;Right-choroid-plexus;5th-Ventricle;WM-hypointensities;Left-WM-hypointensities;Right-WM-hypointensities;non-WM-hypointensities;Left-non-WM-hypointensities;Right-non-WM-hypointensities;Optic-Chiasm;CC_Posterior;CC_Mid_Posterior;CC_Central;CC_Mid_Anterior;CC_Anterior
59;27.4084;38.6923;90.5524;67.9382;98.0077;83.1678;90.5392;103.5259;39.179;27.5154;89.4576;74.8274;72.8858;48.0065;79.6645;97.8862;68.9011;54.4851;26.5669;35.1824;89.6075;67.893;94.9733;83.6903;91.2819;103.4194;72.9987;73.0531;81.488;96.0828;63.8316;53.5031;23.4615;74.338;0.0;0.0;74.8571;0.0;0.0;77.4605;114.98;106.7825;107.1177;105.216;109.3327
60;19.6009;42.6547;88.4414;67.4312;96.8265;83.5318;90.8218;105.2487;32.0556;23.3242;90.4355;73.579;72.9641;35.2239;79.891;97.2366;70.1792;50.0239;20.5641;40.6776;88.3549;68.3885;95.341;84.202;91.5596;104.7086;74.458;73.1886;83.2581;96.1938;51.3151;51.2264;0.0;71.5949;0.0;0.0;63.1905;0.0;0.0;71.9326;110.0403;106.2483;106.0826;108.4827;106.9236
61;35.8411;44.2157;87.5673;67.2859;98.3392;88.2625;92.6295;104.0756;46.2808;34.1063;88.6806;76.3486;76.7674;55.4002;85.3793;98.2665;77.5;51.5412;40.9235;46.5129;87.6802;68.7091;97.2852;88.7812;93.1029;104.901;77.4343;76.568;87.0096;97.4023;73.3333;57.5137;58.0;75.4244;0.0;0.0;69.2;0.0;0.0;70.8456;113.0987;104.3924;105.2557;105.4212;107.3954
62;22.7493;47.1475;89.5879;67.1252;99.8759;86.9548;93.5944;104.1183;37.6252;24.7862;89.15;76.718;72.7027;44.544;82.3161;97.3426;73.3333;50.8963;24.7336;40.4561;87.8043;67.1973;98.0863;86.7138;91.8435;103.3538;76.1089;72.5753;83.9912;96.7162;71.0;51.7125;0.0;75.5323;0.0;0.0;64.8261;0.0;0.0;83.9531;113.4244;108.6022;107.6371;107.0841;106.6487
63;25.881;46.3623;90.7484;71.1174;97.156;86.823;92.7811;104.2879;36.1023;25.6555;89.4889;75.1085;73.8295;46.3049;83.4912;97.5481;71.7586;52.5786;25.6219;36.4665;89.1829;71.3575;95.8287;86.0861;93.0936;104.627;75.0418;72.8592;85.6159;96.4649;71.35;53.5092;0.0;71.9658;0.0;0.0;68.0;0.0;0.0;78.7158;112.0865;106.8232;105.1136;105.0281;107.9607
64;9.3415;32.1313;85.5912;58.3838;81.3603;63.674;72.5514;87.841;21.4569;10.7743;82.5268;59.3409;60.0369;20.78;62.812;89.8081;62.6304;46.9547;11.8027;28.6727;86.1313;56.7187;80.3169;62.4711;70.574;88.5683;59.2316;57.3065;62.003;86.948;62.45;48.6191;34.1667;76.0139;0.0;0.0;60.0;0.0;0.0;69.6238;110.548;104.2895;103.7425;104.6205;105.7263
65;20.8503;33.1349;86.2578;54.7644;80.503;65.483;72.2467;88.3488;37.9673;18.5844;83.9027;57.4334;57.8594;40.2071;62.8777;92.6222;61.6212;54.4398;16.1591;25.9723;85.4557;54.5841;79.4563;64.9631;70.238;87.2715;56.7441;54.4216;62.5127;89.9408;66.3448;55.1633;53.6667;76.4403;0.0;0.0;74.3333;0.0;0.0;72.2464;109.5492;103.4853;105.5756;103.3198;106.5413
66;12.8953;25.1458;87.132;55.5202;81.1157;60.2124;68.2622;88.7818;22.0;13.2127;84.528;55.5458;54.7045;26.1072;58.3518;89.05;66.3226;52.9912;10.9662;26.0195;87.0545;55.3644;80.8773;58.2392;67.3559;87.9319;56.8394;56.0987;57.9605;87.4261;66.2857;51.961;31.2632;74.9045;0.0;0.0;68.4054;0.0;0.0;81.5911;108.7206;106.0716;107.0539;106.1746;107.0588
67;12.8929;30.4428;88.5411;58.3227;80.2647;63.7312;71.1089;88.7028;21.2447;12.8431;84.1498;57.055;57.607;18.6677;64.3538;90.5431;68.7143;50.8928;12.7561;26.268;89.9687;58.3661;81.0395;63.327;70.2332;88.9732;56.884;58.7855;62.3678;89.5079;69.6316;51.1738;0.0;78.2296;0.0;0.0;73.6111;0.0;0.0;69.0926;108.7064;101.7195;104.5492;100.445;101.9857
68;15.9027;31.2853;88.8348;56.8012;79.568;60.8528;68.2314;84.4995;27.5935;15.3431;82.7745;55.0011;53.7596;27.4523;58.3908;89.994;71.6274;50.2244;15.8652;30.3613;88.1735;55.1885;78.9004;60.5033;67.4187;83.2094;54.4373;54.3161;58.7971;86.1586;64.1127;50.9834;0.0;78.9918;0.0;0.0;67.8095;0.0;0.0;71.1825;108.6757;101.2788;105.7418;102.2097;105.8213
69;16.7551;26.6785;88.9864;57.5308;76.5349;61.5665;68.7786;83.8628;21.7721;12.233;81.6769;59.3223;58.4935;22.7103;60.819;86.0111;63.8734;52.0222;11.6772;26.0266;86.8417;54.9021;76.4109;59.2411;67.6744;83.0285;58.716;57.1118;58.7847;85.6868;58.3448;52.3153;29.0;80.1986;0.0;0.0;68.1951;0.0;0.0;70.297;108.179;101.9419;105.6798;102.4876;105.3639
70;15.1784;35.4537;86.1752;57.9809;80.273;64.3822;72.0476;88.868;31.5871;16.123;84.2963;58.6081;58.6285;42.3163;63.4806;88.0172;63.217;50.942;25.8978;26.3951;87.0099;57.5266;80.5797;64.1959;71.7122;87.6981;59.2951;57.232;62.5107;87.2194;61.6222;58.061;0.0;78.713;0.0;0.0;67.8095;0.0;0.0;79.0453;107.7713;103.4807;102.3837;102.179;102.4772
71;13.4637;35.162;86.0461;56.9091;77.5218;61.4758;69.8579;88.4567;24.9908;13.543;81.3929;57.0582;56.1135;24.0623;62.6474;87.5442;68.6333;50.6833;12.934;32.547;85.8135;56.3544;76.9442;62.9819;69.8079;86.6331;58.425;53.9332;63.6253;83.1549;61.96;48.6203;0.0;80.2612;0.0;0.0;67.9375;0.0;0.0;73.988;108.5731;102.7615;105.7742;105.5821;105.6864
72;20.5646;30.6777;87.3176;57.9881;78.0637;64.0483;70.8538;87.4611;26.0233;14.2354;84.9156;56.2169;55.6568;28.5313;60.2609;87.8245;63.814;52.9385;19.3293;28.9406;90.5047;60.7198;78.2754;64.2741;71.8392;89.296;58.0881;59.455;63.5572;87.4204;62.0833;54.5188;0.0;75.6249;0.0;0.0;73.4211;0.0;0.0;67.8363;107.518;104.5822;105.738;103.2812;106.302
73;22.3128;32.0084;86.0239;55.3011;78.5178;64.5489;68.8702;87.9072;30.8841;17.234;83.8755;55.0698;55.2856;42.3586;61.7336;88.2199;59.3178;53.6426;16.0641;17.8806;84.7143;54.4313;80.759;64.2171;69.5907;87.7228;55.9666;55.3605;64.3414;87.3268;58.9714;53.4202;0.0;78.0461;0.0;0.0;71.375;0.0;0.0;65.2516;108.184;101.8455;106.0835;104.9383;111.7635
74;15.8791;27.3829;87.3517;55.8786;79.561;64.8993;71.3479;89.8878;30.8083;13.3095;81.2611;56.5503;57.96;33.3388;62.8475;88.5258;69.6304;55.4497;10.681;29.7197;88.1767;55.5418;78.4839;63.2973;69.8402;88.1238;55.5307;55.9056;62.9595;85.7219;64.439;51.9336;0.0;72.7973;0.0;0.0;71.7333;0.0;0.0;69.7439;108.2768;102.0648;108.0714;103.9807;107.083
75;20.3347;24.6894;87.5246;58.8226;82.7847;67.1812;72.8707;88.8297;40.9792;19.4299;82.8319;57.5758;59.7332;45.9685;63.7163;87.3455;58.3262;55.8825;29.1028;29.4949;88.7298;58.3599;82.4347;64.9275;73.2942;91.1325;60.761;57.6037;62.103;88.3414;58.6861;58.1123;0.0;77.3969;0.0;0.0;80.7;0.0;0.0;66.6644;106.8682;104.8097;105.6444;104.0729;102.751
76;20.8879;34.6284;87.1562;58.6006;77.0685;58.3978;65.9781;82.7527;32.2524;16.0922;81.9154;55.1931;54.7988;39.6797;57.8997;85.7437;64.4621;52.5316;22.2308;28.3804;86.7778;56.3657;75.7239;59.6267;65.6482;82.1997;55.6693;55.2877;59.833;84.8233;56.9231;57.1597;0.0;77.9921;0.0;0.0;64.0;0.0;0.0;69.8953;109.2729;102.3728;101.3718;102.3461;103.6543
77;21.4727;36.136;84.5383;57.03;76.7886;58.7456;69.5686;84.945;32.7951;17.3301;78.9058;58.0755;55.6944;27.4444;58.0835;85.2661;72.6018;52.202;16.6012;35.518;86.0754;57.4896;75.6179;56.8618;69.0917;83.659;58.0412;51.5294;58.6719;83.2154;58.7842;51.7279;35.0;80.4902;0.0;0.0;64.5179;0.0;0.0;74.7089;105.0232;99.4312;105.5925;99.9074;102.9357
78;15.7737;34.7614;86.9624;58.287;83.3257;66.5194;71.9043;87.5849;22.9262;12.834;84.1697;58.4118;59.56;27.0319;63.5033;90.604;64.8551;50.2718;14.394;27.7861;86.2768;58.3939;81.7931;65.603;71.1845;86.7258;58.7327;58.7901;64.6434;89.6416;60.0635;48.9627;0.0;78.2526;0.0;0.0;68.1053;0.0;0.0;74.3333;111.8204;102.5505;106.1561;104.5807;107.1798
79;9.9076;34.4087;87.6195;58.7248;81.2144;67.3702;74.7259;91.8623;22.7267;15.0441;83.9135;62.7988;63.6873;25.0172;65.7131;88.7505;65.7344;44.707;10.3406;32.9775;87.0334;56.649;82.147;68.0077;74.9113;90.4868;62.2209;61.5807;67.1068;87.8502;61.5385;48.5357;0.0;78.0907;0.0;0.0;68.8;0.0;0.0;76.22;108.8798;104.1337;104.3747;104.974;104.9169
80;20.8039;29.7667;86.6746;59.0187;77.0824;65.1409;71.5302;86.7881;35.5858;20.2977;83.7422;59.4783;58.6531;43.158;63.5567;87.6977;63.8313;53.6511;21.7663;31.3426;85.5589;57.528;78.8591;64.8051;70.204;84.9408;60.1985;59.3639;64.1337;86.2256;61.383;56.6267;0.0;76.9626;0.0;0.0;72.9048;0.0;0.0;67.7743;108.1517;101.7049;103.9841;99.5897;106.6845
81;24.311;34.5158;87.7713;57.333;77.6333;60.0454;67.2739;85.1392;31.2613;13.8002;84.4742;56.0401;52.9533;30.677;58.2351;89.1351;62.6974;53.0447;18.2813;30.2527;89.1447;57.5461;77.3111;58.8152;68.6799;84.542;58.1342;54.0758;60.4977;86.4521;56.6667;50.3535;37.9231;77.8087;0.0;0.0;68.8182;0.0;0.0;87.0661;110.9547;99.9359;99.8617;105.4833;107.2892
82;18.3432;36.4778;87.5244;59.3782;82.127;66.9582;74.345;90.3548;23.4915;11.7493;85.418;61.6435;62.0181;24.6135;65.6987;89.3013;61.3841;53.2476;11.911;24.1713;87.021;58.1111;82.4551;65.6804;74.4567;91.6762;61.541;61.9098;66.1629;88.7741;57.0147;49.5872;0.0;72.1051;0.0;0.0;85.1667;0.0;0.0;81.1472;109.0981;101.4594;106.6691;104.3295;105.455
83;19.9943;26.9574;86.6413;55.6966;79.2229;62.7826;69.3931;87.3733;28.4741;16.2153;81.7751;55.5019;55.1901;39.1318;59.8268;90.7712;64.1923;56.8058;14.8444;36.0;89.0016;55.9525;81.5187;62.3064;70.5403;88.5093;59.0857;55.2297;60.0091;89.8005;61.1446;55.8621;0.0;79.6164;0.0;0.0;68.8182;0.0;0.0;81.6232;110.4459;106.3859;105.4527;104.3405;105.3487
84;15.1037;29.8509;86.9351;57.4883;78.1597;64.4562;71.5461;86.1476;18.0725;15.8804;81.6394;56.6207;58.3042;24.7601;64.2217;86.9995;60.8973;47.6394;10.4842;30.8867;87.158;58.0316;78.3247;61.5995;70.6274;86.503;56.1317;56.3594;62.2988;82.9299;58.1562;48.1755;28.4444;82.0593;0.0;0.0;72.4091;0.0;0.0;70.0357;110.0867;106.981;106.4164;105.6111;108.489
85;13.3851;37.6548;85.9849;55.4855;77.7305;63.8234;70.5204;87.0517;22.0517;10.3263;83.0933;57.1149;56.2707;22.7027;60.4098;87.3212;61.5069;49.1519;12.0217;31.7767;86.4455;55.4102;78.0917;63.376;71.1499;86.4448;58.4543;58.7727;61.693;85.7549;62.7788;48.902;26.5;74.5855;0.0;0.0;69.6667;0.0;0.0;74.4513;110.3191;102.8716;106.7904;103.5171;106.9812
86;13.9788;28.6677;89.7442;57.4293;79.2109;62.5624;71.7478;86.9901;20.5156;12.4165;82.2972;56.7691;55.3836;25.7307;59.7553;87.3263;68.3696;51.5886;9.0952;23.5081;88.4304;57.3703;77.2462;61.1115;69.9511;86.7858;57.2216;56.1128;60.5861;84.482;62.2909;49.6338;0.0;77.7837;0.0;0.0;74.1707;0.0;0.0;74.7881;108.5202;103.1093;107.6732;106.0452;106.226
87;14.7425;28.9594;89.1835;56.6099;80.0265;60.1979;67.9911;85.1706;23.3879;12.3825;84.8189;57.4549;58.598;33.418;58.5066;89.2;59.0111;49.8987;11.3095;32.8679;90.4702;58.0333;79.6469;59.7458;67.5637;85.1339;58.035;56.1451;60.9007;88.5462;61.4179;49.9477;0.0;74.4486;0.0;0.0;70.5263;0.0;0.0;66.7567;108.0238;105.8;103.8302;102.8209;104.3245
88;8.6526;26.3112;89.483;57.5002;78.9272;63.0538;71.9608;90.0542;19.6953;8.6181;85.5046;59.073;61.6984;25.1041;62.4155;89.0048;67.9868;48.2126;8.0289;29.4882;89.0507;56.0135;80.4365;64.8089;72.8093;91.0414;62.1364;60.4436;63.4637;87.8817;58.6364;47.2703;0.0;73.8582;0.0;0.0;69.7857;0.0;0.0;75.9929;106.0716;102.5062;104.3696;104.5327;102.3705
89;11.4635;29.3346;86.005;57.9054;84.0719;63.1635;69.4991;90.003;25.3399;14.8974;86.4131;57.9058;58.506;26.5751;61.8962;89.7465;74.4;51.1062;10.7804;26.7667;87.0354;58.2188;82.3791;64.2676;71.3554;89.195;58.6695;58.2481;62.9374;90.6835;67.6481;51.082;34.7143;78.2542;0.0;0.0;59.875;0.0;0.0;68.5088;112.7385;109.5448;108.9886;106.2822;107.9344
90;22.3445;25.8228;88.9303;52.6551;83.7758;63.692;68.5771;89.2185;29.8406;13.3677;86.9609;54.7092;55.4823;25.7152;59.1903;88.6488;68.8478;54.664;13.2647;24.4404;87.8303;52.4551;81.0276;61.6816;69.2304;89.154;55.2902;54.8489;60.0008;88.3509;53.1957;50.8513;0.0;76.786;0.0;0.0;73.3333;0.0;0.0;76.2522;111.6773;104.2426;109.0135;103.8679;108.9347
91;20.4247;23.4656;85.5206;51.5683;78.6502;62.8608;70.2597;89.654;30.5158;13.4273;84.1717;56.4871;55.2173;42.1192;57.8938;86.9048;66.3679;50.2098;22.267;22.8263;87.2976;51.2464;79.2718;62.9146;69.6483;88.0189;56.6567;56.4905;58.8647;86.3766;68.5;55.1252;0.0;79.8681;0.0;0.0;77.4286;0.0;0.0;70.9504;108.9433;104.1227;106.656;104.4952;112.9855
92;21.3875;35.1906;86.8023;57.3884;81.8985;67.9737;75.6455;93.1039;25.0845;12.064;85.4308;62.0707;60.8865;23.3711;65.5238;91.0397;63.2742;55.616;10.6427;30.0984;87.0461;56.2132;82.4827;66.5093;73.9986;91.5725;60.8812;57.7484;64.3189;90.0138;62.8738;52.3902;8.0;77.3724;0.0;0.0;75.931;0.0;0.0;67.5774;108.9915;99.5031;101.7891;104.4773;110.9823
93;18.6783;27.7124;88.4525;56.5469;80.2983;64.7449;71.7899;87.7311;33.2105;13.0594;84.2909;54.4618;56.8105;29.5676;59.9624;88.9904;71.0;52.9065;19.4333;26.6149;86.3462;55.0129;80.4568;66.1786;73.1297;87.5892;57.0601;56.3146;63.0543;87.8617;60.0667;53.6702;0.0;76.8725;0.0;0.0;72.8462;0.0;0.0;66.08;110.2257;105.4851;109.0048;103.3319;106.3654
94;21.8824;32.822;88.279;54.7413;77.4932;60.5888;67.1418;86.0852;28.2924;12.4944;81.1942;54.6662;54.6312;33.5811;57.4042;87.2137;58.9362;52.4235;10.8482;23.1051;87.9181;54.1812;77.13;60.4268;67.5659;87.1695;53.5997;55.7781;59.6055;86.0158;56.0455;48.9524;35.25;76.6833;0.0;0.0;71.7143;0.0;0.0;75.3506;109.8433;105.7034;106.5935;107.4044;102.8944
95;9.3021;33.8559;85.7505;55.1823;80.6191;62.8875;69.8456;87.2738;20.0853;10.2057;81.6975;55.7289;55.8333;21.4764;60.6068;91.2995;57.7397;48.3526;9.4691;28.0353;85.8502;55.3254;79.161;60.7207;69.9357;87.8255;57.3701;54.4359;61.5743;89.833;69.5294;51.5044;31.75;68.2984;0.0;0.0;69.9667;0.0;0.0;69.5282;113.7318;111.6701;107.8842;102.3518;106.7216
96;22.1742;28.9069;86.7279;55.003;82.2716;62.3404;70.6361;88.0609;32.4439;15.1353;83.2576;56.1535;57.7696;40.7058;58.73;88.3895;58.6989;52.9852;16.721;33.2992;85.3659;54.7887;82.5053;62.3903;70.4507;87.1805;56.6595;57.7288;61.066;88.236;58.6721;51.2906;46.0;79.3204;0.0;0.0;64.9565;0.0;0.0;72.8008;111.2248;104.3085;107.8662;106.8784;107.7402
97;23.0131;29.2665;86.6175;55.0821;79.8415;62.028;68.8795;88.1734;38.4931;14.5352;85.1427;58.4624;58.3018;53.0798;59.3708;89.8222;73.661;55.9063;20.5498;29.2955;88.4434;56.1637;79.7288;61.0752;67.9496;87.8559;57.7514;58.3362;59.4231;87.8618;63.1957;57.0188;44.6667;80.9592;0.0;0.0;71.4328;0.0;0.0;77.2629;109.6518;105.2674;102.5466;101.9426;107.1528
98;12.3082;33.8073;87.9631;54.9327;77.631;58.1803;67.9386;87.063;34.176;10.3863;81.0833;55.3566;53.0866;24.5022;54.6458;85.9753;67.9917;49.2364;17.6457;25.5575;87.3944;53.989;78.7788;60.0173;67.0721;85.1277;56.3398;53.7586;57.9986;83.098;62.7414;55.2361;0.0;77.9587;0.0;0.0;65.4167;0.0;0.0;80.0925;108.1877;99.4906;102.4741;101.9551;109.0915
99;11.6097;29.8161;89.7645;58.6569;78.4478;60.3466;68.2609;82.897;24.9255;14.666;85.1921;55.6798;54.1115;27.019;57.4188;85.1693;64.9877;52.6369;16.033;31.3855;91.201;60.3796;79.3004;61.5078;69.1322;83.7359;57.9104;56.0259;58.8792;87.368;62.1159;53.7134;0.0;76.6845;0.0;0.0;68.1667;0.0;0.0;75.181;109.3653;103.8518;104.1575;103.5816;106.3836
100;28.7346;37.0292;86.9715;57.9333;78.021;65.2077;70.9703;86.2689;43.5426;26.6892;84.6765;63.2699;56.2692;54.9844;60.072;79.7803;68.6719;54.6976;39.3305;35.528;88.57;58.1984;77.8078;70.08;67.0087;83.8063;63.0732;52.5481;70.3316;79.572;58.0862;57.723;54.3333;83.9446;0.0;0.0;73.9231;0.0;0.0;59.72;101.2049;94.9669;91.1274;93.6565;92.8246
101;19.7178;33.6731;87.2187;54.6391;78.8338;60.7439;70.1646;88.1062;24.4763;11.5924;82.1553;57.7221;54.5975;30.57;60.4461;85.4751;71.6026;49.3183;17.3853;34.3463;88.0704;53.4208;77.5252;59.6437;67.3336;83.7077;58.3063;52.9667;60.8827;84.3387;65.4396;48.9698;21.5;77.3343;0.0;0.0;66.0938;0.0;0.0;68.284;108.4443;105.6952;99.737;100.2843;102.9398
102;17.0801;30.2264;87.7416;55.2231;80.7723;63.2691;71.3631;90.0455;21.8585;16.0843;84.4277;55.7076;56.4421;33.4307;61.1643;89.8264;75.9375;54.6829;16.6417;30.1167;86.4874;53.9047;81.2505;61.4565;70.0621;87.9381;56.5491;55.2894;61.6552;88.1227;58.4301;51.7495;0.0;77.7704;0.0;0.0;76.0;0.0;0.0;72.855;109.3482;103.1809;105.2607;103.7827;106.7528
103;15.8083;31.4418;79.995;49.6387;82.7695;60.84;68.2107;91.0243;35.3005;14.943;88.0113;53.1006;54.1758;41.4123;57.1606;91.7158;63.8;52.5009;13.8588;26.7899;88.2863;52.4479;80.3867;60.9757;68.5901;91.6219;56.0141;53.3744;57.7517;92.6185;60.2308;53.0299;46.0;77.3109;0.0;0.0;74.0;0.0;0.0;79.9691;111.0929;102.7607;105.6573;103.9069;105.4077
104;14.0448;33.3739;88.0165;55.4258;80.9141;64.5125;70.9498;86.7364;29.0147;14.7336;83.3133;58.4123;54.9429;33.2305;60.1904;88.6886;56.6757;51.304;13.5088;25.5812;85.5194;54.8282;81.4975;62.7768;70.612;87.0099;57.3058;57.2796;62.5741;88.257;63.9016;53.39;32.3333;79.4343;0.0;0.0;72.7727;0.0;0.0;77.9222;108.6221;99.7341;104.0372;101.382;103.592
105;27.0031;24.8906;86.4664;50.9598;81.7439;63.1312;68.9668;86.2143;35.2102;11.4847;85.2402;55.609;52.2383;40.785;59.1672;90.6862;57.427;57.879;21.9564;22.9075;86.7368;51.0605;80.8991;62.997;69.8721;87.9985;55.8743;53.3134;60.258;90.8296;66.9079;55.4027;31.5;73.5619;0.0;0.0;82.4444;0.0;0.0;75.9447;109.7605;103.5425;102.5641;103.7589;109.0502
106;26.2407;29.2941;88.5218;57.1454;77.5086;62.8414;69.2914;86.9915;38.5777;17.2557;83.7425;55.2113;57.3335;54.8004;60.1007;89.7835;57.76;55.1953;23.751;24.2241;86.2592;53.2412;79.2218;63.0376;70.511;88.2609;58.3003;55.7505;60.4224;89.6264;63.0952;55.9055;0.0;76.3544;0.0;0.0;68.5;0.0;0.0;67.5732;107.3341;101.9374;102.1236;101.8453;104.7404
107;14.438;26.7183;86.0115;56.3175;79.0628;64.0517;72.4757;88.5363;29.1366;17.2588;83.4585;56.1573;57.9951;31.6191;61.7783;90.7813;66.1111;53.1874;18.2493;24.0366;84.2094;55.15;79.6465;64.32;71.0602;88.2357;56.186;56.6319;63.5259;91.0637;68.7692;54.1644;39.2857;78.1408;0.0;0.0;71.25;0.0;0.0;65.2057;108.7327;103.4777;106.4026;103.9804;105.0139
108;11.0491;31.4669;87.6219;56.1953;81.096;63.1623;69.8928;89.7496;27.7201;14.5696;81.9392;57.1934;57.8489;33.535;61.7228;89.0114;54.1294;49.1679;14.5523;28.4609;85.9654;55.0515;80.9613;63.6004;70.0575;89.1979;57.792;57.9969;61.1896;87.4047;54.8797;51.8532;36.8889;78.1274;0.0;0.0;68.2;0.0;0.0;68.2647;109.0503;102.1256;106.239;104.7538;106.2774
109;16.1969;32.6232;84.6813;55.4377;81.4517;63.2236;69.3962;87.6359;26.057;14.7309;84.5986;57.659;57.297;33.5719;58.9956;87.5551;68.5;55.1903;16.0735;27.8125;85.3312;55.3011;80.9772;60.9605;68.3787;86.0015;59.5633;57.9538;59.9771;87.103;59.6303;57.2375;0.0;77.6687;0.0;0.0;71.0;0.0;0.0;74.8991;107.933;99.1953;103.4651;101.0023;101.8118
110;23.2911;38.2344;84.87;56.3856;76.399;57.274;67.1781;81.5498;30.3559;14.4753;77.733;58.816;58.9309;32.728;60.0837;83.4448;55.1098;55.4797;17.1806;32.1202;84.5811;56.7237;75.2241;58.9364;66.8018;82.6888;60.235;58.3507;61.3891;83.5539;56.8455;50.8614;0.0;78.0427;0.0;0.0;66.0968;0.0;0.0;74.6158;100.2849;95.8899;95.5598;95.1732;97.682
111;16.8273;24.8176;81.4078;52.5962;77.3885;61.5025;66.1571;88.595;22.1822;16.612;81.1194;47.6342;55.703;32.0825;53.3101;80.2135;61.3214;51.2903;20.1316;27.8005;86.5008;55.163;76.3299;62.0314;62.8641;86.6484;52.9636;50.8337;62.016;80.0268;50.8;52.6914;0.0;85.98;0.0;0.0;73.6078;0.0;0.0;70.1642;106.802;95.9296;102.4809;97.2857;103.8773
112;28.7188;35.8505;85.7333;51.8636;84.6915;70.7788;74.03;92.6309;38.7392;26.176;85.268;57.3944;57.6566;38.4324;69.3361;91.3986;67.7609;55.2663;23.3897;32.114;87.6819;53.1671;86.9786;69.6547;75.774;96.4375;61.2557;59.1123;69.8789;92.315;61.4082;53.3361;0.0;76.6925;0.0;0.0;70.52;0.0;0.0;85.7312;110.0834;103.2574;105.4212;105.3991;107.3587
113;22.6526;33.5255;87.1069;56.6528;87.8504;70.4393;79.7572;99.7451;44.8216;28.8101;83.7306;58.5383;61.9148;53.5804;69.3619;97.4961;69.7073;55.5972;26.5212;31.631;86.7246;55.614;86.2843;68.9368;78.0513;97.8698;59.284;60.6865;68.8565;93.1097;58.9744;58.21;0.0;79.535;0.0;0.0;75.0625;0.0;0.0;69.0942;114.6705;107.1245;110.1752;108.7742;108.3438
114;18.9048;39.6332;84.8412;51.8267;87.932;69.0511;77.5083;95.0932;39.7045;15.3315;86.0522;60.2277;60.9472;38.4345;66.604;96.2622;66.9091;55.8194;20.136;32.9649;85.6068;51.2933;89.2464;69.6156;77.8187;96.3278;58.5406;59.6269;65.3571;95.2857;62.7034;55.4975;50.5294;78.7038;0.0;0.0;69.75;0.0;0.0;65.935;112.1855;106.0018;108.3748;107.4157;109.1066
115;14.2287;38.6816;88.8696;52.3141;86.9339;64.8222;75.3012;96.1766;28.9192;12.8027;87.3932;58.4692;61.2588;32.7679;63.7332;97.995;61.1827;48.7515;13.9964;33.74;89.7157;53.5666;90.8753;66.9131;76.172;98.338;61.139;61.5409;65.2284;96.6399;60.4186;49.5659;27.2381;76.123;0.0;0.0;69.3684;0.0;0.0;69.4089;115.142;108.5463;111.0869;108.6684;107.8735
116;16.1188;35.3967;86.6883;54.3951;88.7377;68.6135;78.7296;99.5137;27.2837;13.3139;84.799;60.3982;61.4614;26.1763;66.8948;95.8071;72.8846;49.3879;12.2097;35.025;87.4007;53.5463;87.8967;67.2733;75.9761;96.0598;59.8614;58.9393;67.1219;94.9436;62.2621;50.7667;0.0;76.9469;0.0;0.0;66.1429;0.0;0.0;69.8299;113.1527;105.9926;109.5514;108.6468;107.5584
117;29.0483;38.4235;88.383;57.4312;89.5902;71.8923;78.8466;101.2916;30.7732;19.2885;86.763;60.0891;60.4856;42.5238;71.3386;96.2041;74.4231;56.6506;19.1173;32.481;84.3287;52.8892;88.3956;70.0456;77.238;98.9441;60.7112;59.7489;67.4896;94.5911;62.9252;53.8435;0.0;77.2545;0.0;0.0;67.625;0.0;0.0;74.9508;114.8712;109.7649;108.9508;111.3476;109.962
118;14.2135;31.7975;85.0621;54.0249;86.3088;67.8921;79.6023;98.6384;26.7597;16.2795;85.4408;60.4904;60.187;29.9502;67.478;96.0522;69.2044;51.3153;17.9552;28.9961;84.0359;53.3472;86.658;68.773;78.3754;96.9258;59.7895;60.6084;67.7323;94.1126;62.1319;53.1059;40.1111;77.5778;0.0;0.0;60.8;0.0;0.0;69.6462;113.5192;109.4588;108.7155;108.2875;109.6676
119;21.1433;39.7205;86.6049;54.0355;87.1049;68.3901;78.1832;99.2583;37.6163;17.4959;83.8635;60.1864;63.8663;31.7081;67.9614;96.2292;65.6744;53.8656;18.4181;31.3989;85.089;52.4524;86.6904;65.8157;74.038;94.0868;58.016;58.7449;64.6082;94.3866;59.25;51.3591;43.3333;76.9649;0.0;0.0;73.1304;0.0;0.0;76.1229;113.4435;108.2667;105.9757;106.7348;106.6492
120;24.1829;34.7282;86.7761;53.2403;91.1868;73.7332;81.0942;98.5735;28.201;15.9954;87.2644;61.4675;61.607;35.4124;71.7515;96.4156;70.8064;55.1248;13.4787;33.4462;85.3823;52.5721;89.3122;71.4635;79.4553;98.6257;61.3529;62.2519;70.1625;95.4991;63.1207;52.7444;0.0;74.1071;0.0;0.0;63.1739;0.0;0.0;70.638;112.7832;103.4848;109.4;109.9271;109.4061
