Measure:std;Left-Lateral-Ventricle;Left-Inf-Lat-Vent;Left-Cerebellum-White-Matter;Left-Cerebellum-Cortex;Left-Thalamus-Proper;Left-Caudate;Left-Putamen;Left-Pallidum;3rd-Ventricle;4th-Ventricle;Brain-Stem;Left-Hippocampus;Left-Amygdala;CSF;Left-Accumbens-area;Left-VentralDC;Left-vessel;Left-choroid-plexus;Right-Lateral-Ventricle;Right-Inf-Lat-Vent;Right-Cerebellum-White-Matter;Right-Cerebellum-Cortex;Right-Thalamus-Proper;Right-Caudate;Right-Putamen;Right-Pallidum;Right-Hippocampus;Right-Amygdala;Right-Accumbens-area;Right-VentralDC;Right-vessel;Right-choroid-plexus;5th-Ventricle;WM-hypointensities;Left-WM-hypointensities;Right-WM-hypointensities;non-WM-hypointensities;Left-non-WM-hypointensities;Right-non-WM-hypointensities;Optic-Chiasm;CC_Posterior;CC_Mid_Posterior;CC_Central;CC_Mid_Anterior;CC_Anterior
59;13.2955;19.1014;6.0566;9.3293;7.4545;7.6082;6.1608;3.3731;17.0582;10.7965;8.4499;7.4684;5.7916;15.6082;4.9949;8.398;9.0555;14.9627;12.8475;16.9577;5.4395;8.7368;7.9555;8.106;6.404;2.8293;7.5406;5.6722;5.7012;9.1871;12.1539;13.9214;5.0434;12.92;0.0;0.0;10.2864;0.0;0.0;14.3001;6.7701;11.6758;10.2806;10.803;8.2214
60;12.2384;15.1263;5.4651;9.2334;7.6404;7.9682;6.1234;3.3187;18.4896;11.4125;7.5993;7.9939;5.6226;15.5122;4.1839;8.1466;10.2333;15.083;12.4885;14.1649;5.0682;8.6028;8.0532;7.7317;6.0002;3.2305;7.2543;5.0773;4.9393;9.4291;23.1162;13.877;0.0;13.0772;0.0;0.0;14.0414;0.0;0.0;21.3849;8.1269;8.4169;7.8926;7.05;10.1844
61;11.5771;13.271;5.2643;8.9739;7.1652;7.442;4.5318;2.527;14.1827;10.1207;9.3258;7.6587;6.1949;12.0769;4.6781;8.3134;0.7071;14.1579;13.1032;11.7759;4.9385;8.4878;7.7503;7.633;4.6469;2.5631;7.2749;6.243;4.0691;9.5295;6.9248;12.0344;10.1489;11.6283;0.0;0.0;13.5592;0.0;0.0;12.9362;7.6667;10.6474;8.6205;9.1262;8.4063
62;11.8835;15.6939;5.5802;9.4501;7.2831;7.5893;6.0535;3.9004;17.0697;11.2238;8.1195;7.6353;5.8431;14.4669;4.4068;8.7974;8.6178;13.7728;13.1537;14.1233;4.7827;8.9858;7.3941;7.8912;6.0543;3.4889;6.8295;5.6936;5.0719;9.3036;3.8957;13.2743;0.0;14.1594;0.0;0.0;13.8421;0.0;0.0;16.6747;10.2713;9.475;7.5415;9.0638;11.3527
63;13.2972;12.9952;4.8739;8.9984;7.2596;7.3446;5.5268;2.5093;16.9859;10.9477;7.8842;7.41;5.6952;14.5207;5.3174;8.1729;7.0996;14.2486;12.9457;16.1074;4.6724;8.7231;7.4555;7.7377;6.0353;2.6162;7.1671;5.7057;5.5479;8.7431;9.724;14.1641;0.0;12.279;0.0;0.0;10.9793;0.0;0.0;18.9712;6.9033;9.6615;7.791;7.6904;8.5132
64;13.2221;17.0385;7.8225;9.4755;9.7323;9.285;6.9667;5.2326;15.3526;12.2638;9.7055;8.507;7.4973;14.7155;6.6567;10.3098;8.8239;15.6333;13.2133;15.0849;7.2083;9.345;10.0718;9.9993;7.395;5.2836;8.4452;7.8548;7.5805;11.1539;9.2835;15.2866;13.9917;14.1069;0.0;0.0;15.9127;0.0;0.0;20.0181;9.3763;8.8501;8.0587;7.4722;11.4158
65;18.9166;16.3525;7.9729;9.8341;9.6453;7.9559;7.501;5.8968;16.5345;17.2369;9.7844;8.6392;7.5522;16.3788;6.957;12.5136;23.8848;14.593;18.1213;16.1454;7.6254;9.6199;9.3463;7.8468;7.6861;5.6279;7.8452;7.3739;9.2342;11.7201;7.6964;13.88;10.7641;16.9415;0.0;0.0;5.8309;0.0;0.0;18.6668;7.3821;12.938;8.0704;8.3557;20.8363
66;16.6015;19.4876;8.2566;10.1415;10.393;8.3728;7.8196;6.3974;19.1733;14.2233;9.6948;8.7686;7.8805;18.5048;6.9585;11.8757;11.4144;16.5985;14.8026;16.9985;8.2272;10.3467;10.3944;8.9022;8.1926;6.7843;8.9588;7.8541;8.7235;12.2683;9.964;16.3373;11.3912;17.9173;0.0;0.0;9.9036;0.0;0.0;20.9315;11.6357;11.4;8.0935;7.6802;18.0733
67;15.9767;14.3105;8.3732;9.5672;10.2899;9.6084;7.0964;5.5098;18.0493;14.4312;10.117;8.3594;7.5814;16.9358;15.8902;12.0642;8.0168;15.4962;16.1906;13.3874;7.7293;10.0988;10.3434;9.4469;7.3661;5.0633;8.3193;7.7274;7.2706;11.7382;7.6668;14.3593;0.0;12.4931;0.0;0.0;13.0571;0.0;0.0;18.3102;8.7788;16.6878;9.6376;10.2378;13.3813
68;19.273;13.0743;7.8597;9.7801;10.1965;8.2602;7.5569;7.0884;17.1962;15.7848;10.2179;8.9016;7.6431;25.1218;6.5818;10.8643;5.3403;17.2649;18.0519;12.8127;8.2847;9.7339;10.1171;9.1466;7.5258;6.7606;9.1218;7.0692;8.3951;11.1831;8.9611;16.5364;0.0;12.1719;0.0;0.0;10.491;0.0;0.0;20.3125;8.5728;11.675;8.4397;10.0191;9.7259
69;20.6915;18.5398;7.6327;10.1355;9.2397;8.4564;7.4473;6.5829;17.4606;13.4682;10.8219;9.3406;6.8044;18.1324;6.747;11.8438;14.2975;17.0092;15.1595;15.8831;7.5318;9.9834;9.3566;9.015;7.715;6.2833;8.5325;7.322;7.9295;11.5905;14.9567;15.0902;9.0;12.1644;0.0;0.0;9.0006;0.0;0.0;20.0648;8.4315;13.0551;10.6177;8.3391;6.7196
70;19.2796;14.5094;7.6608;9.1181;10.3371;8.0658;6.8135;5.9703;17.9505;16.4365;9.2192;8.4888;7.1314;18.7672;6.566;10.8188;13.4547;16.3914;21.5186;17.2489;6.916;9.1545;10.2356;7.709;7.3583;5.7027;8.7486;7.0844;7.8744;11.218;12.4322;12.1756;0.0;12.0061;0.0;0.0;13.6697;0.0;0.0;24.0868;7.6339;12.667;10.8501;8.7432;10.6891
71;14.4241;13.253;9.4773;10.3822;10.6501;10.1246;7.9699;7.6239;15.5227;12.0134;11.2845;9.468;10.1232;15.0304;7.4638;11.8373;13.8722;16.4375;14.4913;12.3777;9.3515;10.5023;10.7122;9.9589;6.984;6.4669;9.6561;9.4852;8.4728;12.2452;10.3133;15.4995;0.0;12.8877;0.0;0.0;8.485;0.0;0.0;29.3447;7.5571;8.5993;9.54;10.3293;14.1156
72;17.5331;15.4459;8.5413;9.6242;9.8322;9.1923;7.9307;5.9024;18.5328;15.2692;10.1263;8.8283;8.3831;16.9934;7.3925;10.7946;12.5627;15.0724;16.2761;14.002;8.3978;10.0057;9.7524;9.5357;7.8751;6.4309;8.945;8.2835;9.554;11.5293;13.0837;14.1338;0.0;12.7527;0.0;0.0;12.3842;0.0;0.0;19.0315;7.7304;10.5871;7.5735;9.7482;11.6484
73;22.0656;17.7356;7.9022;9.7963;9.5707;7.6775;6.8732;5.3564;20.7004;16.5337;10.4242;9.3052;6.7635;19.5274;6.9685;11.2701;16.977;15.1317;18.5154;16.8083;8.7338;9.7896;9.7777;8.1722;7.3225;5.4647;8.5041;7.6827;8.465;11.2541;11.642;14.8483;0.0;11.686;0.0;0.0;11.6366;0.0;0.0;18.2139;7.9043;14.5547;7.9838;15.9592;19.351
74;17.7382;17.9232;8.5521;9.9751;9.7905;8.064;7.3072;6.0274;17.3417;15.8476;9.8844;9.1201;6.7063;16.668;6.8247;11.2284;9.9964;15.082;15.1547;15.3027;8.5771;10.1243;9.511;8.5491;7.1736;5.9751;8.6337;6.6165;8.1123;11.3774;9.6619;14.9388;0.0;18.7898;0.0;0.0;12.0228;0.0;0.0;22.4348;7.5135;13.9861;7.7773;7.2623;13.7708
75;18.8401;17.7385;7.8404;9.3757;9.28;7.953;6.8009;5.3642;17.7124;17.8461;9.0272;9.2527;7.2726;15.6158;6.3457;10.1563;15.7668;14.7647;18.9879;14.8027;7.814;9.5708;9.3174;7.9031;8.2299;6.1287;8.6994;7.5725;7.5868;10.9436;13.9804;12.7624;0.0;10.5092;0.0;0.0;12.6144;0.0;0.0;22.0057;8.9584;10.3172;10.1191;8.5762;10.5026
76;20.6822;14.6919;8.5725;9.3458;9.5039;7.8637;6.8851;6.3883;17.1847;15.3901;9.9233;8.7743;6.6109;17.9453;5.9236;11.5058;16.2323;15.7782;19.3351;14.8483;8.0098;9.149;9.8159;8.0212;7.4678;6.7271;8.3183;7.1564;8.2617;11.2072;14.3606;14.6306;0.0;12.8664;0.0;0.0;8.5862;0.0;0.0;22.0972;8.2175;13.2541;10.9432;8.0653;12.0303
77;14.9759;9.8761;9.2395;10.0249;11.0141;12.4537;8.6296;7.4033;14.3693;13.1116;10.8896;9.9299;9.438;16.3488;7.8105;11.0206;8.1521;14.9146;15.2691;11.4622;8.8402;9.9717;10.9598;10.5302;9.9658;7.0147;10.1814;10.3037;8.6037;11.1842;12.1971;15.4397;12.7279;13.6433;0.0;0.0;11.9788;0.0;0.0;26.8492;9.188;16.5354;10.6147;12.2827;13.3649
78;17.5836;15.3185;7.3804;9.0555;10.0484;7.966;6.8974;6.2815;18.4585;14.5817;9.1235;8.6868;6.5063;16.5372;6.5663;10.4941;11.2867;14.6036;15.4568;17.0197;7.3402;9.2966;9.9116;9.6457;7.1911;6.1936;8.8683;7.5429;7.6793;10.8029;12.6744;15.601;0.0;13.6444;0.0;0.0;15.3003;0.0;0.0;19.2936;9.2543;14.0687;10.4561;9.4072;8.9653
79;12.771;14.351;8.1936;9.714;10.0486;9.7394;7.3126;6.3845;16.2255;11.7784;10.2842;8.5349;7.0894;14.5608;6.8761;11.0253;9.0066;16.0731;13.0278;12.9521;7.0986;9.1112;9.9223;10.4045;7.0104;5.798;8.8867;8.1849;8.8117;11.6644;10.5801;15.7266;0.0;13.1785;0.0;0.0;13.8984;0.0;0.0;24.6386;7.6035;8.4827;8.0554;8.2864;9.0601
80;20.7739;19.3351;7.3006;8.7207;9.3528;7.9619;7.2051;5.4783;17.9268;16.3999;10.0337;8.5518;6.9953;18.211;6.2671;9.4518;12.9066;14.7167;20.395;14.6435;7.0303;8.7957;9.3526;8.1224;7.123;6.0913;8.4245;6.9531;7.3952;10.6397;13.8996;13.249;0.0;14.6265;0.0;0.0;6.3946;0.0;0.0;17.722;7.0519;13.6726;9.2015;11.8458;12.5954
81;17.7685;12.7531;10.2057;9.8067;10.329;8.9474;8.3093;6.7937;16.7662;14.0312;12.8827;9.5262;8.8339;17.6943;7.4878;11.35;11.7496;14.3194;15.1268;13.7586;9.8183;10.2005;10.0802;10.0795;7.9926;6.3352;9.9678;9.1526;7.707;11.5753;7.5617;15.1034;14.6655;13.1518;0.0;0.0;11.6067;0.0;0.0;31.3844;9.6466;12.0595;10.5867;9.4734;12.6339
82;19.8161;20.208;7.7172;10.2977;9.5631;7.5912;6.3823;5.7427;17.7641;14.2452;9.4314;10.6966;5.7327;17.1525;5.4233;10.3692;12.4872;15.7684;15.0405;17.6398;8.0539;10.8363;9.8714;9.3378;7.1368;5.7228;8.1975;6.3915;7.2927;11.2657;13.24;14.7904;0.0;16.7656;0.0;0.0;11.1967;0.0;0.0;24.1854;8.4801;16.0089;10.6637;9.0082;9.8105
83;20.4534;16.5905;9.0663;10.4605;9.5259;8.67;7.3005;5.9084;19.9408;16.4078;9.3094;9.03;7.5548;18.6794;6.3639;10.3003;14.051;15.7341;18.0426;11.8496;8.654;10.7168;10.3038;9.0026;8.1292;6.6668;8.8398;8.1534;8.18;12.6057;7.6543;14.0594;0.0;12.6957;0.0;0.0;21.7569;0.0;0.0;25.9023;6.8648;10.296;12.3976;12.7391;12.3684
84;18.2092;15.5942;7.7718;9.1573;10.4581;8.7479;6.9275;6.2068;16.8403;13.4146;10.8205;8.5065;7.6496;16.8041;6.4584;12.2683;14.2366;17.1788;13.5786;15.5081;8.1803;8.9828;10.4126;9.3876;7.9419;6.6151;8.4047;7.4588;7.1898;12.8595;14.6806;15.6173;7.073;15.7448;0.0;0.0;14.5918;0.0;0.0;22.0199;9.4791;13.284;9.7187;11.1811;11.194
85;16.3244;12.1289;8.7216;9.1664;10.0348;9.0055;6.8129;6.4819;15.742;12.4283;10.2436;8.435;6.6552;14.7965;6.2436;11.7471;14.1658;15.6018;15.2654;16.1755;8.4012;9.4226;10.2542;9.167;7.5948;6.1521;7.8846;6.6033;7.6436;12.1881;9.5756;14.7954;12.0208;14.6622;0.0;0.0;16.6333;0.0;0.0;22.8134;7.9367;13.7502;10.5228;9.4481;10.2869
86;17.4362;14.3303;10.1862;10.3863;10.5776;9.5856;8.199;6.9889;17.6121;12.9145;10.8137;8.9557;7.8462;18.9161;7.1575;12.2311;6.28;16.9134;13.408;16.1631;9.8588;9.8673;10.5541;9.8616;8.0085;6.9432;9.0063;7.5211;8.7579;11.6059;11.5625;15.4385;0.0;14.7148;0.0;0.0;9.7183;0.0;0.0;23.8563;7.4078;10.5529;9.5694;9.3821;13.1943
87;19.1515;17.7729;9.1529;9.9474;9.7819;8.502;7.3352;6.4887;18.6261;14.7076;10.9849;8.9696;7.0425;19.8968;6.0442;11.5686;15.0866;16.1604;16.1996;15.3252;8.5714;10.012;9.8896;10.0396;7.62;6.48;9.5889;7.36;8.2096;11.2593;10.9228;16.5143;0.0;18.4158;0.0;0.0;11.0069;0.0;0.0;19.8898;8.2213;9.8214;9.3331;6.9133;10.1022
88;12.5174;17.9332;8.9657;11.4636;10.8608;9.6232;7.0137;4.9811;14.5336;11.069;11.1326;10.071;7.1321;14.4639;7.0391;15.083;10.4288;15.5484;12.3668;14.6988;8.4035;11.3075;10.7419;10.2828;8.268;4.747;9.6749;7.2324;8.6053;13.5022;3.7489;15.7735;0.0;14.373;0.0;0.0;15.1717;0.0;0.0;24.9378;8.8268;8.2073;9.2979;8.5329;10.328
89;15.4443;16.7981;9.0766;9.4034;10.3226;8.1956;7.45;6.1189;18.745;15.3236;11.1672;7.9185;6.7806;18.6198;7.1663;11.5063;5.4759;16.4445;15.9137;14.8719;8.8005;9.7875;10.1528;8.683;7.4696;6.0158;8.7814;7.8186;8.3648;11.1854;10.4053;15.132;8.6355;11.7377;0.0;0.0;15.5512;0.0;0.0;17.4593;8.3995;9.2339;8.7848;10.5503;16.0657
90;20.7998;17.5323;8.5147;11.2002;10.3843;8.6069;8.0836;6.5534;17.6801;14.8066;10.2147;9.0156;7.9564;18.1563;7.502;12.1111;10.6957;16.0653;15.4425;17.4485;8.937;11.2916;10.785;9.8503;8.1751;5.6506;9.4313;8.2152;8.3978;11.9277;17.5225;15.7203;0.0;15.1573;0.0;0.0;7.6436;0.0;0.0;27.1181;9.6427;14.2797;10.0693;11.7244;14.1117
91;18.0415;19.1917;10.3596;11.15;9.7326;8.1552;7.4428;6.0602;20.6149;15.4141;11.2739;9.6461;8.7457;17.5112;6.9958;12.764;14.7773;14.9092;20.541;16.6656;9.8122;11.6675;9.91;8.298;8.201;6.9095;9.7587;8.6973;8.5325;11.8954;9.6195;15.5763;0.0;11.1613;0.0;0.0;7.6027;0.0;0.0;21.9961;8.5097;10.8993;11.8446;11.8969;27.0367
92;18.3477;17.0524;7.2888;9.8442;9.4804;8.259;6.9243;4.9753;16.5425;14.1195;9.9654;8.3837;7.1042;15.3341;6.3496;11.7848;12.6782;15.5216;14.8271;16.6431;7.7554;9.9348;9.8374;9.7091;7.9929;5.2469;8.9552;8.1289;7.3964;11.9004;10.4691;16.1223;0.0;13.169;0.0;0.0;8.6145;0.0;0.0;21.0008;8.6745;16.6251;9.4853;11.1446;15.6052
93;17.4302;15.506;9.6073;9.887;9.6743;8.639;7.5713;5.7483;17.9607;15.2126;9.909;9.1752;7.7396;20.7365;7.0419;12.5016;7.1808;14.6778;19.0145;15.1432;9.1543;9.9001;9.658;8.6923;8.3699;5.1461;8.5928;8.9137;9.4727;11.488;4.0083;14.9831;0.0;11.7343;0.0;0.0;9.6154;0.0;0.0;16.1797;9.1779;15.5685;12.7273;13.2263;16.4942
94;20.2388;15.6793;8.2684;10.5274;9.6296;7.3677;7.3594;6.2249;18.5564;14.3931;10.3045;8.6105;7.0892;16.2395;6.1424;11.2797;16.1109;14.5424;14.998;18.9574;8.2307;10.9716;9.8292;8.6855;7.3005;6.0025;8.5508;7.4948;7.7995;11.4055;14.4174;15.1452;11.3541;12.655;0.0;0.0;10.3836;0.0;0.0;24.1347;6.7549;10.9666;9.2106;7.7848;10.8327
95;15.5508;14.6837;7.5896;9.3127;9.8803;8.9662;7.6141;7.0961;18.4127;13.4487;9.9117;9.6939;8.7112;17.3608;7.9644;11.6084;17.216;18.6114;14.4131;15.3072;7.9157;10.0341;10.3709;8.7069;7.7097;6.3286;8.9615;7.8169;8.3823;11.7725;3.923;15.7745;5.3774;25.8854;0.0;0.0;13.7602;0.0;0.0;21.8965;7.8344;8.0502;8.5523;7.9124;19.261
96;19.1064;14.5537;7.8738;9.8004;9.6102;8.0249;7.7192;6.0489;20.4085;16.6221;9.4473;8.3186;8.0091;18.2734;6.2779;10.6529;13.0906;13.9495;18.0034;11.9093;7.8001;9.3318;9.2678;8.4368;7.6516;5.9937;8.3306;7.5581;7.7717;10.9548;12.4281;13.871;11.6512;11.4526;0.0;0.0;7.8998;0.0;0.0;20.8201;8.6216;14.1014;9.9649;8.7902;10.2038
97;23.5902;15.3727;8.8666;10.201;9.7186;7.6045;7.5314;6.3301;20.7915;17.9866;11.6243;9.8446;7.4452;18.9085;6.872;11.4528;13.5629;14.921;21.9513;13.8816;8.8223;10.7458;9.4398;8.3403;8.0572;5.7738;9.4217;8.8645;9.3;11.576;12.2495;13.6689;9.609;11.4778;0.0;0.0;11.1955;0.0;0.0;22.6173;9.4692;9.9828;10.9859;11.1244;12.3403
98;15.1294;12.4465;9.532;9.9304;10.4349;9.1843;7.687;6.3098;14.1365;12.4028;11.4386;9.3419;8.9345;18.4898;6.0049;12.5681;10.6391;15.7014;17.9055;12.5645;9.2424;10.0789;10.3419;8.8519;7.7137;6.4784;9.1069;8.1365;8.4161;13.273;7.7064;13.9425;0.0;12.2334;0.0;0.0;12.0121;0.0;0.0;22.2787;8.0474;12.9303;9.6838;8.6944;18.3759
99;15.965;16.1743;8.7019;9.868;9.3734;8.2246;7.8658;6.6186;18.6123;16.0093;9.7026;8.2618;7.036;18.5523;6.1652;11.6561;10.0617;16.8794;17.7287;13.7764;8.1064;10.0869;9.4214;8.8206;7.6228;6.2168;8.304;7.2109;8.3703;12.0259;8.4914;16.0017;0.0;13.8077;0.0;0.0;9.8175;0.0;0.0;23.6545;7.9733;13.4296;8.4952;6.1825;10.4102
100;17.872;12.8154;11.6237;11.9995;9.8397;10.304;8.8079;6.8772;17.0622;17.7696;13.9251;11.5532;12.2963;12.3949;9.3697;12.3584;9.532;14.7769;21.1339;10.6655;12.6485;11.9516;9.4063;10.2149;8.6598;7.1536;12.8093;12.5184;8.1396;11.6544;9.3626;14.4494;14.2501;10.2738;0.0;0.0;10.7849;0.0;0.0;11.041;14.508;11.8346;8.0101;10.864;10.5662
101;16.9806;13.8757;9.2341;9.6575;10.5812;8.4681;7.9044;6.3431;16.91;11.4638;10.7324;8.2917;8.283;14.5169;6.5877;12.3528;7.0644;15.7904;14.956;10.4695;8.839;9.8201;10.2003;9.5457;7.6902;6.0919;9.5086;9.1691;8.4653;11.5576;10.6596;14.947;7.3417;14.7941;0.0;0.0;15.1963;0.0;0.0;21.2769;8.5222;10.3727;8.7088;12.7391;13.0908
102;19.5792;13.3079;9.4024;10.1269;10.2113;8.4413;7.6518;6.2525;17.9794;16.0675;10.3525;8.8796;7.4937;19.8529;6.5774;11.4212;8.3853;16.0563;18.1234;12.6857;9.1435;10.1331;10.253;9.324;7.6852;6.2046;8.9269;7.2132;8.6303;12.3581;9.9536;16.0255;0.0;12.8385;0.0;0.0;9.5044;0.0;0.0;22.9182;8.8979;11.7947;11.1154;11.0462;12.6823
103;19.253;17.2439;11.6409;14.8026;11.0417;7.8895;7.8293;5.9462;18.7261;16.866;11.5301;9.216;8.0992;17.9747;6.736;13.2912;16.1502;15.4808;17.179;15.3058;10.232;10.726;10.6256;8.2109;8.4112;6.0636;8.7806;9.5714;9.2328;12.7025;12.7042;14.5632;14.8997;12.626;0.0;0.0;8.1807;0.0;0.0;27.7271;8.3113;13.1827;10.0716;7.7098;10.2471
104;18.6413;14.1399;8.1517;10.2811;9.5259;8.1173;7.9167;6.5613;20.0935;15.83;9.8204;8.8751;7.4168;20.2815;7.3445;10.6321;17.8265;14.2121;17.4013;16.922;8.3145;10.1961;9.9165;8.7464;6.9793;6.2267;9.9271;7.8718;7.6581;11.5314;6.9826;14.8408;9.4163;12.0186;0.0;0.0;9.3602;0.0;0.0;23.8039;7.495;12.4168;8.3846;9.879;15.3725
105;21.2644;16.4585;9.2387;11.2735;10.3638;8.2248;8.1665;7.1607;18.0925;15.8383;10.8179;9.1816;8.7268;21.9216;7.8462;13.7217;13.5696;16.5524;18.8049;16.0138;8.8359;11.7717;10.484;8.2092;7.7196;6.6453;9.7009;7.4152;8.5964;12.4911;6.2293;14.5422;9.1924;13.4141;0.0;0.0;12.4611;0.0;0.0;22.1763;6.7462;13.2493;12.0005;10.6706;19.9792
106;22.5585;14.5763;8.7591;9.3484;9.689;8.4347;7.6625;6.0119;21.5595;18.7298;9.8848;8.9363;7.2627;13.188;6.6627;10.8996;19.1221;14.9975;21.8495;16.4466;8.0466;9.2076;10.0717;8.8626;7.4823;5.7748;9.0496;7.8866;8.7811;11.1359;5.9658;14.1813;0.0;16.7405;0.0;0.0;2.1213;0.0;0.0;19.3283;9.5208;11.6794;8.6237;7.2497;10.0936
107;16.5357;17.8898;8.5227;9.6303;9.819;8.7562;7.2085;5.6464;20.355;16.1173;9.5875;9.1305;7.1467;18.3478;7.2522;9.9298;5.6591;15.7689;18.4946;17.1388;8.5257;9.8144;9.8784;8.928;7.7235;6.0844;8.4751;7.7807;8.9585;9.8564;6.5212;14.3422;8.9762;11.9429;0.0;0.0;12.3576;0.0;0.0;17.7758;6.2783;11.2737;7.6618;9.274;14.8265
108;15.3412;16.5573;8.0195;9.3329;9.6446;8.4871;7.2994;6.0871;17.2301;15.0953;8.8903;8.755;6.8338;15.3655;6.687;10.7357;17.8704;15.501;16.3577;11.9671;8.1645;9.4206;9.379;8.584;7.5688;5.5061;8.489;7.0161;7.7264;10.7443;13.1886;14.2019;15.0641;12.2341;0.0;0.0;7.3097;0.0;0.0;22.5985;7.8864;13.9576;8.2285;7.249;11.1009
109;17.0296;15.9297;9.2192;9.1836;9.9619;9.1324;7.8088;6.8647;18.7987;13.2819;10.5868;9.3363;7.7652;16.051;8.7671;10.7238;6.3922;14.6014;16.9533;15.132;9.5745;9.5862;10.0912;8.2272;8.0139;7.0615;9.1236;8.2715;8.9427;11.2916;16.7534;13.1031;0.0;13.4067;0.0;0.0;7.1903;0.0;0.0;28.6276;7.6397;9.907;8.0919;7.2432;13.214
110;17.7884;9.2517;9.8516;9.6825;10.6578;9.3123;9.4979;6.9708;15.9253;13.7221;11.5066;9.9574;9.1265;14.8507;7.7804;10.9011;20.8275;13.7535;16.3634;13.6803;8.5864;9.4122;9.4018;9.4981;8.949;5.8391;9.4937;8.4166;7.8556;10.6366;12.578;13.9627;0.0;12.7615;0.0;0.0;11.322;0.0;0.0;20.6736;7.0637;10.192;9.1233;7.9154;13.6369
111;15.726;10.9109;9.5057;10.4134;12.0542;11.5484;11.5327;7.4943;16.9374;13.1406;13.0486;12.4528;11.2316;15.8668;11.5429;12.1777;10.7578;15.6356;16.0188;11.2534;10.0547;10.5642;11.0055;13.3945;11.9129;7.9516;10.0488;10.9988;11.8483;11.9176;14.7209;16.1128;0.0;12.8732;0.0;0.0;11.935;0.0;0.0;20.261;12.5468;13.1387;10.9161;11.2564;14.8637
112;16.1711;8.4906;8.5175;9.4844;9.8059;9.5398;6.7294;5.095;17.5012;12.4506;10.2684;9.4771;7.5947;17.5382;7.2934;10.6776;7.8008;13.7323;15.4472;13.4127;8.4133;9.7598;10.6017;9.8238;7.0575;4.9475;9.0331;8.6972;7.5307;11.509;5.8728;14.4722;0.0;13.7444;0.0;0.0;16.1455;0.0;0.0;21.2161;11.2239;15.8918;13.7178;13.5569;13.1502
113;18.8645;12.9389;6.6055;9.5959;9.9655;9.3781;7.6549;4.7777;18.0454;19.6658;8.8292;8.9017;8.1154;16.6083;7.7954;9.7568;12.525;14.8987;20.3628;13.5543;7.0425;9.4623;9.5023;8.6374;8.4364;4.4455;8.9402;8.7117;8.1186;10.7757;9.8943;12.5437;0.0;12.5072;0.0;0.0;10.0164;0.0;0.0;15.766;8.1731;12.7587;10.7233;9.9068;10.3519
114;18.7259;12.6591;8.1617;9.8269;10.5738;9.3261;7.8722;5.3588;16.3942;14.0905;10.8561;11.5595;7.2941;15.6107;9.3759;10.5271;7.4859;15.8042;16.6937;10.6103;8.0881;9.7188;10.6631;10.0198;8.706;5.5621;9.8331;8.3103;9.8298;11.6977;6.7827;14.5662;9.875;15.3872;0.0;0.0;13.4536;0.0;0.0;17.3057;10.4075;10.4365;8.3678;11.3128;8.4269
115;14.3387;14.8303;8.0708;10.056;10.6803;9.7715;7.7369;4.9111;15.6092;12.9084;11.0587;9.4069;6.6749;21.4893;7.9284;11.8639;10.7548;16.126;14.4175;12.5238;8.1581;9.945;10.6495;10.3969;8.2058;4.7725;8.5043;7.0952;9.1722;13.6242;10.6396;15.5075;12.2797;13.3061;0.0;0.0;10.5713;0.0;0.0;18.8306;9.9846;10.2914;8.9182;8.5766;14.4773
116;15.5675;12.2408;7.4145;9.303;11.279;9.8968;7.5537;5.8525;17.4226;13.0214;10.4751;8.8586;6.7461;18.5121;7.8683;11.8268;9.9993;17.2362;14.4122;13.029;7.6105;9.7504;10.9053;10.3831;7.7519;5.4721;8.9805;7.7178;8.7023;12.3406;9.4816;15.9606;0.0;15.1015;0.0;0.0;15.6406;0.0;0.0;18.7088;10.8168;14.1902;10.5774;8.5206;10.1783
117;19.355;13.0646;6.8084;10.0441;10.535;8.5299;7.4426;4.8697;20.6959;15.9298;10.0369;8.7041;6.796;17.9182;7.5536;11.072;8.3004;13.8115;18.0705;13.1809;6.9747;10.143;9.4323;9.5452;8.4506;4.967;8.4593;7.1347;8.2639;11.0202;12.8097;13.781;0.0;12.8639;0.0;0.0;13.7107;0.0;0.0;19.1341;8.8765;13.3078;12.309;10.4741;10.5474
118;15.6142;13.683;6.8112;9.3471;10.3428;9.5835;7.7319;4.4389;18.4978;15.0507;9.8205;8.9653;7.0144;17.0623;7.1368;10.312;8.5278;16.5408;17.1176;14.2178;7.0037;9.0734;10.205;9.5152;8.2805;4.6472;8.3989;7.2035;7.4168;11.6077;9.0569;14.2567;10.2767;13.3645;0.0;0.0;15.9079;0.0;0.0;17.7228;11.423;11.0385;10.501;8.5197;9.2615
119;16.5556;11.7027;7.0296;9.5095;10.9388;9.339;7.4464;4.9433;14.9606;13.6537;9.5641;9.369;6.5298;18.3089;7.5771;10.6704;8.3658;15.5439;15.2084;12.6383;7.7476;9.2297;10.6194;9.9799;8.4561;5.3573;8.7712;7.3845;8.8479;11.6136;10.2555;15.3284;7.0946;13.4209;0.0;0.0;8.444;0.0;0.0;22.5541;9.8542;13.299;10.2606;9.4276;11.4016
